site,Trap,latitude,longitude,Year,date,GPaphid,BLH
MV-12,A,37.61647,-106.04654,2022,7/8/2022,0,2
MV-14,A,37.60534,-106.01899,2022,7/8/2022,0,0
MV-16,A,37.63171,-105.93048,2022,7/8/2022,0,0
Mosca,A,37.64902,-105.88987,2022,7/8/2022,0,2
W-2,A,37.37026,-106.04102,2022,7/8/2022,0,1
W-4,A,37.32891,-106.03709,2022,7/8/2022,0,0
C-0,A,37.76421,-106.23275,2022,7/8/2022,1,0
8-0 N,A,37.70279,-106.26196,2022,7/8/2022,0,0
8-0 S,A,37.68949,-106.26061,2022,7/8/2022,0,0
MV-0,A,37.64498,-106.24933,2022,7/8/2022,0,0
E-51,A,37.80719,-106.07557,2022,7/15/2022,0,0
E-54,A,37.80713,-106.0193,2022,7/15/2022,0,0
E-60,A,37.80608,-105.90836,2022,7/15/2022,0,0
C-1,A,37.76157,-106.2118,2022,7/15/2022,1,0
C-3,A,37.76156,-106.1914,2022,7/15/2022,0,1
C-5,A,37.76211,-106.13142,2022,7/15/2022,0,2
C-7,A,37.76197,-106.10181,2022,7/15/2022,0,2
C-9,A,37.76196,-106.05859,2022,7/15/2022,0,0
C-11,A,37.7637,-106.01477,2022,7/15/2022,0,1
C-13,A,37.74855,-105.92827,2022,7/15/2022,0,1
Hooper,A,37.75014,-105.89846,2022,7/15/2022,0,1
RS-1,A,37.70577,-106.14674,2022,7/15/2022,0,1
8-1,A,37.68887,-106.22063,2022,7/15/2022,0,1
8-3,A,37.69127,-106.18399,2022,7/15/2022,0,0
8-5,A,37.69142,-106.15042,2022,7/15/2022,0,1
8-7,A,37.69646,-106.08312,2022,7/15/2022,0,2
8-9,A,37.68874,-106.07336,2022,7/15/2022,0,6
8-11,A,37.68908,-106.03678,2022,7/15/2022,0,0
8-13,A,37.68901,-106.00354,2022,7/15/2022,0,0
8-15,A,37.69235,-105.9264,2022,7/15/2022,0,1
MV-2,A,37.64865,-106.21451,2022,7/15/2022,0,0
MV-4,A,37.63146,-106.17496,2022,7/15/2022,0,2
MV-6,A,37.61977,-106.15104,2022,7/15/2022,14,3
MV-8,A,37.61935,-106.11392,2022,7/15/2022,0,3
MV-10,A,37.61612,-106.07407,2022,7/15/2022,0,3
MV-12,A,37.61647,-106.04654,2022,7/15/2022,0,4
MV-14,A,37.60534,-106.01899,2022,7/15/2022,0,0
MV-16,A,37.63171,-105.93048,2022,7/15/2022,0,0
Mosca,A,37.64902,-105.88987,2022,7/15/2022,0,2
W-2,A,37.37026,-106.04102,2022,7/15/2022,0,1
W-4,A,37.32891,-106.03709,2022,7/15/2022,1,1
C-0,A,37.76421,-106.23275,2022,7/15/2022,1,1
8-0 N,A,37.70279,-106.26196,2022,7/15/2022,0,0
8-0 S,A,37.68949,-106.26061,2022,7/15/2022,0,0
MV-0,A,37.64498,-106.24933,2022,7/15/2022,0,0
E-51,A,37.80719,-106.07557,2022,7/22/2022,0,0
E-54,A,37.80713,-106.0193,2022,7/22/2022,0,0
E-60,A,37.80608,-105.90836,2022,7/22/2022,0,0
C-1,A,37.76157,-106.2118,2022,7/22/2022,0,0
C-3,A,37.76156,-106.1914,2022,7/22/2022,0,0
C-5,A,37.76211,-106.13142,2022,7/22/2022,0,0
C-7,A,37.76197,-106.10181,2022,7/22/2022,0,6
C-9,A,37.76196,-106.05859,2022,7/22/2022,0,0
C-11,A,37.7637,-106.01477,2022,7/22/2022,0,1
C-13,A,37.74855,-105.92827,2022,7/22/2022,0,1
Hooper,A,37.75014,-105.89846,2022,7/22/2022,0,1
RS-1,A,37.70577,-106.14674,2022,7/22/2022,0,1
8-1,A,37.68887,-106.22063,2022,7/22/2022,0,0
8-3,A,37.69127,-106.18399,2022,7/22/2022,0,0
8-5,A,37.69142,-106.15042,2022,7/22/2022,0,0
8-7,A,37.69646,-106.08312,2022,7/22/2022,0,0
8-9,A,37.68874,-106.07336,2022,7/22/2022,0,2
8-11,A,37.68908,-106.03678,2022,7/22/2022,0,0
8-13,A,37.68901,-106.00354,2022,7/22/2022,0,0
8-15,A,37.69235,-105.9264,2022,7/22/2022,0,0
MV-2,A,37.64865,-106.21451,2022,7/22/2022,1,0
MV-4,A,37.63146,-106.17496,2022,7/22/2022,5,0
MV-6,A,37.61977,-106.15104,2022,7/22/2022,49,0
MV-8,A,37.61935,-106.11392,2022,7/22/2022,0,3
MV-10,A,37.61612,-106.07407,2022,7/22/2022,4,1
MV-12,A,37.61647,-106.04654,2022,7/22/2022,0,4
MV-14,A,37.60534,-106.01899,2022,7/22/2022,0,1
MV-16,A,37.63171,-105.93048,2022,7/22/2022,0,1
Mosca,A,37.64902,-105.88987,2022,7/22/2022,0,4
W-2,A,37.37026,-106.04102,2022,7/22/2022,0,3
W-4,A,37.32891,-106.03709,2022,7/22/2022,1,0
C-0,A,37.76421,-106.23275,2022,7/22/2022,0,0
8-0 N,A,37.70279,-106.26196,2022,7/22/2022,0,0
8-0 S,A,37.68949,-106.26061,2022,7/22/2022,0,0
MV-0,A,37.64498,-106.24933,2022,7/22/2022,0,0
E-51,A,37.80719,-106.07557,2022,7/29/2022,0,0
E-54,A,37.80713,-106.0193,2022,7/29/2022,0,0
E-60,A,37.80608,-105.90836,2022,7/29/2022,39,0
C-1,A,37.76157,-106.2118,2022,7/29/2022,0,1
C-3,A,37.76156,-106.1914,2022,7/29/2022,0,2
C-5,A,37.76211,-106.13142,2022,7/29/2022,0,0
C-7,A,37.76197,-106.10181,2022,7/29/2022,0,2
C-9,A,37.76196,-106.05859,2022,7/29/2022,1,0
C-11,A,37.7637,-106.01477,2022,7/29/2022,0,0
C-13,A,37.74855,-105.92827,2022,7/29/2022,2,1
Hooper,A,37.75014,-105.89846,2022,7/29/2022,3,3
RS-1,A,37.70577,-106.14674,2022,7/29/2022,0,3
8-1,A,37.68887,-106.22063,2022,7/29/2022,0,0
8-3,A,37.69127,-106.18399,2022,7/29/2022,0,0
8-5,A,37.69142,-106.15042,2022,7/29/2022,2,1
8-7,A,37.69646,-106.08312,2022,7/29/2022,0,0
8-9,A,37.68874,-106.07336,2022,7/29/2022,0,4
8-11,A,37.68908,-106.03678,2022,7/29/2022,0,1
8-13,A,37.68901,-106.00354,2022,7/29/2022,43,0
8-15,A,37.69235,-105.9264,2022,7/29/2022,2,2
MV-2,A,37.64865,-106.21451,2022,7/29/2022,0,0
MV-4,A,37.63146,-106.17496,2022,7/29/2022,8,2
MV-6,A,37.61977,-106.15104,2022,7/29/2022,87,1
MV-8,A,37.61935,-106.11392,2022,7/29/2022,22,2
MV-10,A,37.61612,-106.07407,2022,7/29/2022,0,0
MV-12,A,37.61647,-106.04654,2022,7/29/2022,0,1
MV-14,A,37.60534,-106.01899,2022,7/29/2022,0,0
MV-16,A,37.63171,-105.93048,2022,7/29/2022,0,3
Mosca,A,37.64902,-105.88987,2022,7/29/2022,0,8
W-2,A,37.37026,-106.04102,2022,7/29/2022,0,0
W-4,A,37.32891,-106.03709,2022,7/29/2022,3,1
C-0,A,37.76421,-106.23275,2022,7/29/2022,0,0
8-0 N,A,37.70279,-106.26196,2022,7/29/2022,0,1
8-0 S,A,37.68949,-106.26061,2022,7/29/2022,0,0
MV-0,A,37.64498,-106.24933,2022,7/29/2022,0,0
E-51,A,37.80719,-106.07557,2022,8/5/2022,29,0
E-54,A,37.80713,-106.0193,2022,8/5/2022,1,0
E-60,A,37.80608,-105.90836,2022,8/5/2022,49,0
C-1,A,37.76157,-106.2118,2022,8/5/2022,9,0
C-3,A,37.76156,-106.1914,2022,8/5/2022,13,0
C-5,A,37.76211,-106.13142,2022,8/5/2022,32,2
C-7,A,37.76197,-106.10181,2022,8/5/2022,3,0
C-9,A,37.76196,-106.05859,2022,8/5/2022,14,0
C-11,A,37.7637,-106.01477,2022,8/5/2022,0,0
C-13,A,37.74855,-105.92827,2022,8/5/2022,12,2
Hooper,A,37.75014,-105.89846,2022,8/5/2022,5,3
RS-1,A,37.70577,-106.14674,2022,8/5/2022,31,0
8-1,A,37.68887,-106.22063,2022,8/5/2022,96,2
8-3,A,37.69127,-106.18399,2022,8/5/2022,30,0
8-5,A,37.69142,-106.15042,2022,8/5/2022,48,0
8-7,A,37.69646,-106.08312,2022,8/5/2022,3,3
8-9,A,37.68874,-106.07336,2022,8/5/2022,2,4
8-11,A,37.68908,-106.03678,2022,8/5/2022,0,0
8-13,A,37.68901,-106.00354,2022,8/5/2022,0,3
8-15,A,37.69235,-105.9264,2022,8/5/2022,11,1
MV-2,A,37.64865,-106.21451,2022,8/5/2022,4,3
MV-4,A,37.63146,-106.17496,2022,8/5/2022,8,2
MV-6,A,37.61977,-106.15104,2022,8/5/2022,7,3
MV-8,A,37.61935,-106.11392,2022,8/5/2022,1,4
MV-10,A,37.61612,-106.07407,2022,8/5/2022,3,1
MV-12,A,37.61647,-106.04654,2022,8/5/2022,0,3
MV-14,A,37.60534,-106.01899,2022,8/5/2022,1,1
MV-16,A,37.63171,-105.93048,2022,8/5/2022,0,2
Mosca,A,37.64902,-105.88987,2022,8/5/2022,28,2
W-2,A,37.37026,-106.04102,2022,8/5/2022,0,1
W-4,A,37.32891,-106.03709,2022,8/5/2022,2,1
C-0,A,37.76421,-106.23275,2022,8/5/2022,3,1
8-0 N,A,37.70279,-106.26196,2022,8/5/2022,0,0
8-0 S,A,37.68949,-106.26061,2022,8/5/2022,1,0
MV-0,A,37.64498,-106.24933,2022,8/5/2022,7,0
E-51,A,37.80719,-106.07557,2022,8/12/2022,23,0
E-54,A,37.80713,-106.0193,2022,8/12/2022,4,1
E-60,A,37.80608,-105.90836,2022,8/12/2022,102,0
C-1,A,37.76157,-106.2118,2022,8/12/2022,2,1
C-3,A,37.76156,-106.1914,2022,8/12/2022,26,1
C-5,A,37.76211,-106.13142,2022,8/12/2022,167,0
C-7,A,37.76197,-106.10181,2022,8/12/2022,5,4
C-9,A,37.76196,-106.05859,2022,8/12/2022,29,0
C-11,A,37.7637,-106.01477,2022,8/12/2022,0,0
C-13,A,37.74855,-105.92827,2022,8/12/2022,40,0
Hooper,A,37.75014,-105.89846,2022,8/12/2022,6,1
RS-1,A,37.70577,-106.14674,2022,8/12/2022,13,2
8-1,A,37.68887,-106.22063,2022,8/12/2022,157,2
8-3,A,37.69127,-106.18399,2022,8/12/2022,0,0
8-5,A,37.69142,-106.15042,2022,8/12/2022,3,1
8-7,A,37.69646,-106.08312,2022,8/12/2022,5,1
8-9,A,37.68874,-106.07336,2022,8/12/2022,0,3
8-11,A,37.68908,-106.03678,2022,8/12/2022,1,0
8-13,A,37.68901,-106.00354,2022,8/12/2022,0,0
8-15,A,37.69235,-105.9264,2022,8/12/2022,3,0
MV-2,A,37.64865,-106.21451,2022,8/12/2022,3,0
MV-4,A,37.63146,-106.17496,2022,8/12/2022,5,0
MV-6,A,37.61977,-106.15104,2022,8/12/2022,13,1
MV-8,A,37.61935,-106.11392,2022,8/12/2022,6,3
MV-10,A,37.61612,-106.07407,2022,8/12/2022,1,0
MV-12,A,37.61647,-106.04654,2022,8/12/2022,0,4
MV-14,A,37.60534,-106.01899,2022,8/12/2022,0,1
MV-16,A,37.63171,-105.93048,2022,8/12/2022,1,1
Mosca,A,37.64902,-105.88987,2022,8/12/2022,5,0
W-2,A,37.37026,-106.04102,2022,8/12/2022,0,0
W-4,A,37.32891,-106.03709,2022,8/12/2022,0,1
C-0,A,37.76421,-106.23275,2022,8/12/2022,0,0
8-0 N,A,37.70279,-106.26196,2022,8/12/2022,3,1
8-0 S,A,37.68949,-106.26061,2022,8/12/2022,6,0
MV-0,A,37.64498,-106.24933,2022,8/12/2022,1,0
E-51,A,37.80719,-106.07557,2022,8/19/2022,17,0
E-54,A,37.80713,-106.0193,2022,8/19/2022,2,0
E-60,A,37.80608,-105.90836,2022,8/19/2022,68,0
C-1,A,37.76157,-106.2118,2022,8/19/2022,14,0
C-3,A,37.76156,-106.1914,2022,8/19/2022,0,0
C-5,A,37.76211,-106.13142,2022,8/19/2022,12,0
C-7,A,37.76197,-106.10181,2022,8/19/2022,2,0
C-9,A,37.76196,-106.05859,2022,8/19/2022,8,0
C-11,A,37.7637,-106.01477,2022,8/19/2022,0,1
C-13,A,37.74855,-105.92827,2022,8/19/2022,42,2
Hooper,A,37.75014,-105.89846,2022,8/19/2022,11,1
RS-1,A,37.70577,-106.14674,2022,8/19/2022,2,3
8-1,A,37.68887,-106.22063,2022,8/19/2022,83,1
8-3,A,37.69127,-106.18399,2022,8/19/2022,8,0
8-5,A,37.69142,-106.15042,2022,8/19/2022,24,5
8-7,A,37.69646,-106.08312,2022,8/19/2022,50,0
8-9,A,37.68874,-106.07336,2022,8/19/2022,11,4
8-11,A,37.68908,-106.03678,2022,8/19/2022,5,1
8-13,A,37.68901,-106.00354,2022,8/19/2022,1,0
8-15,A,37.69235,-105.9264,2022,8/19/2022,4,1
MV-2,A,37.64865,-106.21451,2022,8/19/2022,3,0
MV-4,A,37.63146,-106.17496,2022,8/19/2022,1,2
MV-6,A,37.61977,-106.15104,2022,8/19/2022,0,2
MV-8,A,37.61935,-106.11392,2022,8/19/2022,0,16
MV-10,A,37.61612,-106.07407,2022,8/19/2022,0,1
MV-12,A,37.61647,-106.04654,2022,8/19/2022,0,1
MV-14,A,37.60534,-106.01899,2022,8/19/2022,0,0
MV-16,A,37.63171,-105.93048,2022,8/19/2022,1,0
Mosca,A,37.64902,-105.88987,2022,8/19/2022,5,0
W-2,A,37.37026,-106.04102,2022,8/19/2022,1,1
W-4,A,37.32891,-106.03709,2022,8/19/2022,0,2
C-0,A,37.76421,-106.23275,2022,8/19/2022,1,0
8-0 N,A,37.70279,-106.26196,2022,8/19/2022,7,0
8-0 S,A,37.68949,-106.26061,2022,8/19/2022,2,0
MV-0,A,37.64498,-106.24933,2022,8/19/2022,0,0
E-51,A,37.80719,-106.07557,2022,8/26/2022,0,2
E-54,A,37.80713,-106.0193,2022,8/26/2022,6,1
E-60,A,37.80608,-105.90836,2022,8/26/2022,28,0
C-1,A,37.76157,-106.2118,2022,8/26/2022,6,1
C-3,A,37.76156,-106.1914,2022,8/26/2022,20,0
C-5,A,37.76211,-106.13142,2022,8/26/2022,6,3
C-7,A,37.76197,-106.10181,2022,8/26/2022,2,2
C-9,A,37.76196,-106.05859,2022,8/26/2022,1,0
C-11,A,37.7637,-106.01477,2022,8/26/2022,0,0
C-13,A,37.74855,-105.92827,2022,8/26/2022,5,4
Hooper,A,37.75014,-105.89846,2022,8/26/2022,4,1
RS-1,A,37.70577,-106.14674,2022,8/26/2022,2,9
8-1,A,37.68887,-106.22063,2022,8/26/2022,19,3
8-3,A,37.69127,-106.18399,2022,8/26/2022,5,3
8-5,A,37.69142,-106.15042,2022,8/26/2022,8,5
8-7,A,37.69646,-106.08312,2022,8/26/2022,17,10
8-9,A,37.68874,-106.07336,2022,8/26/2022,0,8
8-11,A,37.68908,-106.03678,2022,8/26/2022,5,0
8-13,A,37.68901,-106.00354,2022,8/26/2022,3,0
8-15,A,37.69235,-105.9264,2022,8/26/2022,5,0
MV-2,A,37.64865,-106.21451,2022,8/26/2022,58,0
MV-4,A,37.63146,-106.17496,2022,8/26/2022,13,8
MV-6,A,37.61977,-106.15104,2022,8/26/2022,24,5
MV-8,A,37.61935,-106.11392,2022,8/26/2022,58,7
MV-10,A,37.61612,-106.07407,2022,8/26/2022,85,7
MV-12,A,37.61647,-106.04654,2022,8/26/2022,37,8
MV-14,A,37.60534,-106.01899,2022,8/26/2022,15,0
MV-16,A,37.63171,-105.93048,2022,8/26/2022,0,1
Mosca,A,37.64902,-105.88987,2022,8/26/2022,5,1
W-2,A,37.37026,-106.04102,2022,8/26/2022,10,3
W-4,A,37.32891,-106.03709,2022,8/26/2022,29,12
C-0,A,37.76421,-106.23275,2022,8/26/2022,0,0
8-0 N,A,37.70279,-106.26196,2022,8/26/2022,4,0
8-0 S,A,37.68949,-106.26061,2022,8/26/2022,4,3
MV-0,A,37.64498,-106.24933,2022,8/26/2022,7,0
E-51,A,37.80719,-106.07557,2022,9/2/2022,8,1
E-54,A,37.80713,-106.0193,2022,9/2/2022,0,1
E-60,A,37.80608,-105.90836,2022,9/2/2022,6,1
C-1,A,37.76157,-106.2118,2022,9/2/2022,2,8
C-3,A,37.76156,-106.1914,2022,9/2/2022,3,1
C-5,A,37.76211,-106.13142,2022,9/2/2022,2,3
C-7,A,37.76197,-106.10181,2022,9/2/2022,1,25
C-9,A,37.76196,-106.05859,2022,9/2/2022,1,5
C-11,A,37.7637,-106.01477,2022,9/2/2022,0,3
C-13,A,37.74855,-105.92827,2022,9/2/2022,3,4
Hooper,A,37.75014,-105.89846,2022,9/2/2022,0,2
RS-1,A,37.70577,-106.14674,2022,9/2/2022,2,8
8-1,A,37.68887,-106.22063,2022,9/2/2022,22,2
8-3,A,37.69127,-106.18399,2022,9/2/2022,2,2
8-5,A,37.69142,-106.15042,2022,9/2/2022,3,1
8-7,A,37.69646,-106.08312,2022,9/2/2022,23,8
8-9,A,37.68874,-106.07336,2022,9/2/2022,3,3
8-11,A,37.68908,-106.03678,2022,9/2/2022,19,4
8-13,A,37.68901,-106.00354,2022,9/2/2022,1,0
8-15,A,37.69235,-105.9264,2022,9/2/2022,0,0
MV-2,A,37.64865,-106.21451,2022,9/2/2022,2,8
MV-4,A,37.63146,-106.17496,2022,9/2/2022,1,15
MV-6,A,37.61977,-106.15104,2022,9/2/2022,1,5
MV-8,A,37.61935,-106.11392,2022,9/2/2022,4,15
MV-10,A,37.61612,-106.07407,2022,9/2/2022,8,4
MV-12,A,37.61647,-106.04654,2022,9/2/2022,3,21
MV-14,A,37.60534,-106.01899,2022,9/2/2022,2,4
MV-16,A,37.63171,-105.93048,2022,9/2/2022,0,5
Mosca,A,37.64902,-105.88987,2022,9/2/2022,0,1
W-2,A,37.37026,-106.04102,2022,9/2/2022,4,0
W-4,A,37.32891,-106.03709,2022,9/2/2022,9,0
C-0,A,37.76421,-106.23275,2022,9/2/2022,0,2
8-0 N,A,37.70279,-106.26196,2022,9/2/2022,4,0
8-0 S,A,37.68949,-106.26061,2022,9/2/2022,4,2
MV-0,A,37.64498,-106.24933,2022,9/2/2022,7,0
E-51,A,37.80719,-106.07557,2021,6/24/2021,0,1
E-54,A,37.80713,-106.0193,2021,6/24/2021,0,0
E-60,A,37.80608,-105.90836,2021,6/24/2021,0,0
C-1,A,37.76157,-106.2118,2021,6/24/2021,0,0
C-3,A,37.76156,-106.1914,2021,6/24/2021,0,1
C-5,A,37.76211,-106.13142,2021,6/24/2021,0,0
C-7,A,37.76197,-106.10181,2021,6/24/2021,0,0
C-9,A,37.76196,-106.05859,2021,6/24/2021,0,0
C-11,A,37.7637,-106.01477,2021,6/24/2021,0,0
C-13,A,37.74855,-105.92827,2021,6/24/2021,0,0
Hooper,A,37.75014,-105.89846,2021,6/24/2021,0,0
RS-1,A,37.70577,-106.14674,2021,6/24/2021,0,0
8-1,A,37.68887,-106.22063,2021,6/24/2021,0,0
8-3,A,37.69127,-106.18399,2021,6/24/2021,0,0
8-5,A,37.69142,-106.15042,2021,6/24/2021,0,0
8-7,A,37.69646,-106.08312,2021,6/24/2021,0,0
8-9,A,37.68874,-106.07336,2021,6/24/2021,0,0
8-11,A,37.68908,-106.03678,2021,6/24/2021,0,0
8-13,A,37.68901,-106.00354,2021,6/24/2021,0,0
8-15,A,37.69235,-105.9264,2021,6/24/2021,0,0
MV-2,A,37.64865,-106.21451,2021,6/24/2021,0,0
MV-4,A,37.63146,-106.17496,2021,6/24/2021,0,0
MV-6,A,37.61977,-106.15104,2021,6/24/2021,0,0
MV-8,A,37.61935,-106.11392,2021,6/24/2021,0,0
MV-10,A,37.61612,-106.07407,2021,6/24/2021,0,0
MV-12,A,37.61647,-106.04654,2021,6/24/2021,0,0
MV-14,A,37.60534,-106.01899,2021,6/24/2021,0,0
MV-16,A,37.63171,-105.93048,2021,6/24/2021,0,0
Mosca,A,37.64902,-105.88987,2021,6/24/2021,0,0
W-2,A,37.37026,-106.04102,2021,6/24/2021,0,0
W-4,A,37.32891,-106.03709,2021,6/24/2021,0,6
E-51,A,37.80719,-106.07557,2021,8/5/2021,4,0
E-54,A,37.80713,-106.0193,2021,8/5/2021,0,0
E-60,A,37.80608,-105.90836,2021,8/5/2021,3,0
C-1,A,37.76157,-106.2118,2021,8/5/2021,3,0
C-3,A,37.76156,-106.1914,2021,8/5/2021,3,1
C-5,A,37.76211,-106.13142,2021,8/5/2021,1,0
C-7,A,37.76197,-106.10181,2021,8/5/2021,188,0
C-9,A,37.76196,-106.05859,2021,8/5/2021,4,0
C-11,A,37.7637,-106.01477,2021,8/5/2021,2,0
C-13,A,37.74855,-105.92827,2021,8/5/2021,1,0
Hooper,A,37.75014,-105.89846,2021,8/5/2021,3,0
RS-1,A,37.70577,-106.14674,2021,8/5/2021,14,0
8-1,A,37.68887,-106.22063,2021,8/5/2021,9,2
8-3,A,37.69127,-106.18399,2021,8/5/2021,3,1
8-5,A,37.69142,-106.15042,2021,8/5/2021,32,0
8-7,A,37.69646,-106.08312,2021,8/5/2021,5,0
8-9,A,37.68874,-106.07336,2021,8/5/2021,7,1
8-11,A,37.68908,-106.03678,2021,8/5/2021,5,3
8-13,A,37.68901,-106.00354,2021,8/5/2021,2,0
8-15,A,37.69235,-105.9264,2021,8/5/2021,8,0
MV-2,A,37.64865,-106.21451,2021,8/5/2021,30,0
MV-4,A,37.63146,-106.17496,2021,8/5/2021,24,0
MV-6,A,37.61977,-106.15104,2021,8/5/2021,142,0
MV-8,A,37.61935,-106.11392,2021,8/5/2021,23,1
MV-10,A,37.61612,-106.07407,2021,8/5/2021,36,0
MV-12,A,37.61647,-106.04654,2021,8/5/2021,2,0
MV-14,A,37.60534,-106.01899,2021,8/5/2021,0,1
MV-16,A,37.63171,-105.93048,2021,8/5/2021,1,0
Mosca,A,37.64902,-105.88987,2021,8/5/2021,4,0
W-2,A,37.37026,-106.04102,2021,8/5/2021,8,1
W-4,A,37.32891,-106.03709,2021,8/5/2021,20,1
E-51,A,37.80719,-106.07557,2021,8/12/2021,12,2
E-54,A,37.80713,-106.0193,2021,8/12/2021,0,0
E-60,A,37.80608,-105.90836,2021,8/12/2021,4,2
C-1,A,37.76157,-106.2118,2021,8/12/2021,4,2
C-3,A,37.76156,-106.1914,2021,8/12/2021,4,3
C-5,A,37.76211,-106.13142,2021,8/12/2021,11,3
C-7,A,37.76197,-106.10181,2021,8/12/2021,23,0
C-9,A,37.76196,-106.05859,2021,8/12/2021,1,0
C-11,A,37.7637,-106.01477,2021,8/12/2021,3,1
C-13,A,37.74855,-105.92827,2021,8/12/2021,12,1
Hooper,A,37.75014,-105.89846,2021,8/12/2021,4,2
RS-1,A,37.70577,-106.14674,2021,8/12/2021,11,0
8-1,A,37.68887,-106.22063,2021,8/12/2021,4,9
8-3,A,37.69127,-106.18399,2021,8/12/2021,2,7
8-5,A,37.69142,-106.15042,2021,8/12/2021,28,4
8-7,A,37.69646,-106.08312,2021,8/12/2021,2,0
8-9,A,37.68874,-106.07336,2021,8/12/2021,3,2
8-11,A,37.68908,-106.03678,2021,8/12/2021,5,0
8-13,A,37.68901,-106.00354,2021,8/12/2021,0,1
8-15,A,37.69235,-105.9264,2021,8/12/2021,1,0
MV-2,A,37.64865,-106.21451,2021,8/12/2021,145,0
MV-4,A,37.63146,-106.17496,2021,8/12/2021,103,1
MV-6,A,37.61977,-106.15104,2021,8/12/2021,380,5
MV-8,A,37.61935,-106.11392,2021,8/12/2021,71,0
MV-10,A,37.61612,-106.07407,2021,8/12/2021,7,0
MV-12,A,37.61647,-106.04654,2021,8/12/2021,7,0
MV-14,A,37.60534,-106.01899,2021,8/12/2021,0,0
MV-16,A,37.63171,-105.93048,2021,8/12/2021,2,1
Mosca,A,37.64902,-105.88987,2021,8/12/2021,25,1
W-2,A,37.37026,-106.04102,2021,8/12/2021,21,2
W-4,A,37.32891,-106.03709,2021,8/12/2021,51,2
E-51,A,37.80719,-106.07557,2021,8/19/2021,11,1
E-54,A,37.80713,-106.0193,2021,8/19/2021,1,0
E-60,A,37.80608,-105.90836,2021,8/19/2021,4,0
C-1,A,37.76157,-106.2118,2021,8/19/2021,8,4
C-3,A,37.76156,-106.1914,2021,8/19/2021,0,1
C-5,A,37.76211,-106.13142,2021,8/19/2021,7,1
C-7,A,37.76197,-106.10181,2021,8/19/2021,3,1
C-9,A,37.76196,-106.05859,2021,8/19/2021,0,1
C-11,A,37.7637,-106.01477,2021,8/19/2021,0,2
C-13,A,37.74855,-105.92827,2021,8/19/2021,7,0
Hooper,A,37.75014,-105.89846,2021,8/19/2021,6,2
RS-1,A,37.70577,-106.14674,2021,8/19/2021,7,3
8-1,A,37.68887,-106.22063,2021,8/19/2021,3,1
8-3,A,37.69127,-106.18399,2021,8/19/2021,1,5
8-5,A,37.69142,-106.15042,2021,8/19/2021,17,3
8-7,A,37.69646,-106.08312,2021,8/19/2021,4,4
8-9,A,37.68874,-106.07336,2021,8/19/2021,4,5
8-11,A,37.68908,-106.03678,2021,8/19/2021,4,0
8-13,A,37.68901,-106.00354,2021,8/19/2021,3,1
8-15,A,37.69235,-105.9264,2021,8/19/2021,6,0
MV-2,A,37.64865,-106.21451,2021,8/19/2021,19,1
MV-4,A,37.63146,-106.17496,2021,8/19/2021,35,0
MV-6,A,37.61977,-106.15104,2021,8/19/2021,70,1
MV-8,A,37.61935,-106.11392,2021,8/19/2021,31,0
MV-10,A,37.61612,-106.07407,2021,8/19/2021,10,0
MV-12,A,37.61647,-106.04654,2021,8/19/2021,5,3
MV-14,A,37.60534,-106.01899,2021,8/19/2021,0,2
MV-16,A,37.63171,-105.93048,2021,8/19/2021,3,1
Mosca,A,37.64902,-105.88987,2021,8/19/2021,28,0
W-2,A,37.37026,-106.04102,2021,8/19/2021,3,1
W-4,A,37.32891,-106.03709,2021,8/19/2021,10,1
E-51,A,37.80719,-106.07557,2021,8/26/2021,7,2
E-54,A,37.80713,-106.0193,2021,8/26/2021,0,0
E-60,A,37.80608,-105.90836,2021,8/26/2021,8,5
C-1,A,37.76157,-106.2118,2021,8/26/2021,0,3
C-3,A,37.76156,-106.1914,2021,8/26/2021,0,1
C-5,A,37.76211,-106.13142,2021,8/26/2021,5,5
C-7,A,37.76197,-106.10181,2021,8/26/2021,2,1
C-9,A,37.76196,-106.05859,2021,8/26/2021,2,1
C-11,A,37.7637,-106.01477,2021,8/26/2021,0,2
C-13,A,37.74855,-105.92827,2021,8/26/2021,6,2
Hooper,A,37.75014,-105.89846,2021,8/26/2021,7,4
RS-1,A,37.70577,-106.14674,2021,8/26/2021,1,2
8-1,A,37.68887,-106.22063,2021,8/26/2021,22,1
8-3,A,37.69127,-106.18399,2021,8/26/2021,11,9
8-5,A,37.69142,-106.15042,2021,8/26/2021,2,4
8-7,A,37.69646,-106.08312,2021,8/26/2021,0,3
8-9,A,37.68874,-106.07336,2021,8/26/2021,5,15
8-11,A,37.68908,-106.03678,2021,8/26/2021,1,1
8-13,A,37.68901,-106.00354,2021,8/26/2021,0,2
8-15,A,37.69235,-105.9264,2021,8/26/2021,3,1
MV-2,A,37.64865,-106.21451,2021,8/26/2021,15,1
MV-4,A,37.63146,-106.17496,2021,8/26/2021,24,2
MV-6,A,37.61977,-106.15104,2021,8/26/2021,28,2
MV-8,A,37.61935,-106.11392,2021,8/26/2021,26,0
MV-10,A,37.61612,-106.07407,2021,8/26/2021,11,0
MV-12,A,37.61647,-106.04654,2021,8/26/2021,4,1
MV-14,A,37.60534,-106.01899,2021,8/26/2021,0,2
MV-16,A,37.63171,-105.93048,2021,8/26/2021,1,1
Mosca,A,37.64902,-105.88987,2021,8/26/2021,8,0
W-2,A,37.37026,-106.04102,2021,8/26/2021,59,1
